,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,release_date
597,2dI0UV4hCGnLaJVja2iosu,Jonah Baker,Easy On Me - Acoustic,Easy On Me - Acoustic,40,222186,False,0.408,0.095,1.0,-18.102,1.0,0.0397,0.948,0.0,0.106,0.357,137.546,4.0,acoustic,2021-10-21
598,1abgR6pt8VzZRfiQa0KLlS,Bailey Rushlow,Chasing Cars (Acoustic),Chasing Cars - Acoustic,51,236298,False,0.663,0.26,11.0,-9.587,1.0,0.0303,0.865,0.0,0.101,0.243,107.931,4.0,acoustic,2019-10-04
599,47Dc6UvkluFZbPnumBlDBH,Emilie Mover,Can't Take My Eyes Off of You,Can't Take My Eyes Off of You,41,203024,False,0.625,0.818,6.0,-6.296,0.0,0.0669,0.0516,1.13e-05,0.132,0.307,123.905,4.0,acoustic,2017-05-23
600,2M1bgJpUPjfKhHLIIfzGtX,William Fitzsimmons,Acoustic Sessions,Fortune - Acoustic,55,228013,False,0.529,0.0546,1.0,-23.684,1.0,0.0364,0.924,0.0428,0.108,0.517,78.451,4.0,acoustic,2014-08-05
601,1AJRWM34yxnAxhF9TEK0Zj,Vivid Color,Lot To Learn,Lot To Learn,52,226470,False,0.57,0.468,6.0,-4.192,1.0,0.047,0.758,0.0,0.206,0.335,137.855,4.0,acoustic,2017-04-21
602,2xHKGx65VCsJgU83Bvh4j7,Bailey Jehl,Apologize,Apologize,51,181596,False,0.566,0.168,3.0,-12.483,1.0,0.0372,0.812,0.0,0.125,0.238,116.286,4.0,acoustic,2018-04-27
603,5eIF4WZrpcnpEXi2Bu7i2t,Zack Tabudlo,Episode,First & Last,49,192631,False,0.598,0.249,11.0,-10.847,1.0,0.0603,0.194,0.0,0.0892,0.292,113.829,3.0,acoustic,2021-10-15
604,4E73Motq88LCg5Oy42uynU,Phillip LaRue,You,Sweet Love,46,267862,False,0.547,0.328,8.0,-11.118,1.0,0.0321,0.163,0.0926,0.0884,0.186,139.959,4.0,acoustic,2015-11-13
605,7pxbZ29k1LJXvOdd2e5Bdn,Us The Duo,Shotgun,Shotgun,45,174884,False,0.806,0.263,5.0,-10.43,1.0,0.0502,0.787,0.0,0.182,0.868,115.854,4.0,acoustic,2019-05-19
606,203WkDdprjHpN37QMBCMyJ,Masaharu Fukuyama,HEY!,HEY!,30,347200,False,0.548,0.889,0.0,-6.106,1.0,0.0309,0.0324,0.0,0.359,0.789,95.289,4.0,acoustic,2000-10-12
607,1pIMxRddmCGalHnRbLFkWg,Jason Mraz,Have It All,Have It All,53,226098,False,0.643,0.617,1.0,-4.95,0.0,0.041,0.194,0.0,0.0989,0.592,82.029,4.0,acoustic,2018-04-27
608,3smgLNxWHdmUekrwDXBTfv,The Perishers,Let There Be Morning (Bonus Track Version),Trouble Sleeping,48,282133,False,0.428,0.813,7.0,-4.478,0.0,0.025,0.0622,0.00388,0.154,0.347,91.053,4.0,acoustic,2005-04-11
609,5uNEaSgkkPw6vLCUh3KsdQ,Jon McLaughlin,Indiana,Beautiful Disaster,52,251640,False,0.432,0.664,7.0,-4.662,1.0,0.0302,0.215,0.0,0.15,0.294,156.216,4.0,acoustic,2007-01-01
610,0UgmLwOrTeOCUNwV07a5AD,Sara Bareilles,Kaleidoscope Heart,Breathe Again,51,298280,False,0.366,0.482,5.0,-7.9,1.0,0.0278,0.288,0.00655,0.117,0.278,169.677,4.0,acoustic,2010-09-07
611,5aGkIyzLVYGuLIHkxpNAFF,Ray LaMontagne,Trouble,Trouble,59,241546,False,0.325,0.424,7.0,-12.733,1.0,0.0438,0.341,0.000267,0.23,0.494,173.352,3.0,acoustic,2004-08-15
612,2NLu5wwfHlB4rGTxDYCRk7,Boyce Avenue,"Cover Sessions, Vol. 6",Memories,53,197170,False,0.46,0.195,10.0,-12.093,1.0,0.0459,0.867,1.65e-05,0.112,0.384,176.119,4.0,acoustic,2020-05-15
613,4UU97IGHOhBhZjCUgDFUiz,Tyrone Wells,Remain,Sink Or Swim,47,178093,False,0.613,0.812,2.0,-3.524,1.0,0.0355,0.259,0.0,0.185,0.394,119.979,4.0,acoustic,2009
614,4aLiEepGWP5LdYDCf7Uhta,EJ De Perio,Tama Na,Tama Na,28,230545,False,0.492,0.33,4.0,-8.967,1.0,0.0285,0.266,0.0,0.297,0.109,132.005,4.0,acoustic,2019-02-22
615,1CtfA9JkJ5cJQgpO7wEj4V,Beyond The Guitar,"Guitar Covers, Vol. 2","He's A Pirate (From ""Pirates of the Caribbean"")",30,163813,False,0.57,0.454,2.0,-7.613,0.0,0.0987,0.881,0.889,0.0983,0.381,101.476,4.0,acoustic,2018-06-01
616,0g5bEa2Kxz18QLp4qotw3z,Yosui Inoue,陽水II センチメンタル (Remastered 2018),能古島の片想い - Remastered 2018,29,212080,False,0.494,0.465,6.0,-6.095,1.0,0.027,0.705,0.0,0.0693,0.275,132.501,4.0,acoustic,1972-12-10
617,7oGGmUTUwH6EooJGeZBJdj,Zee Avi,Zee Avi,Bitter Heart,48,156773,False,0.74,0.377,2.0,-10.013,1.0,0.0583,0.65,0.0,0.178,0.408,78.988,4.0,acoustic,2009-01-01
618,0wUVwtui3Se9kGUfSD7gaU,Hannah's Yard,I Want to Know What Love Is (Acoustic),I Want to Know What Love Is - Acoustic,52,171486,False,0.49,0.263,5.0,-9.248,0.0,0.0462,0.92,0.0,0.103,0.361,73.834,4.0,acoustic,2022-01-21
619,6kw6xVfYpwqUwCsIrHHdYl,Hanare Gumi,日々のあわ,ハンキーパンキー,28,312133,False,0.465,0.211,7.0,-14.143,1.0,0.0384,0.812,0.00199,0.102,0.256,83.257,4.0,acoustic,2004-01-21
620,2vfvPpkSwFwsuppSHbLCoR,JJ Heller,Ordinary Days,Ordinary Days,51,248386,False,0.477,0.34,0.0,-11.666,1.0,0.0319,0.849,0.000488,0.0992,0.261,173.86,4.0,acoustic,2021-06-04
621,60S0LkuUyzHzX29KWew1a6,JJ Heller,I Dream of You: CALM,Moon River,53,291386,False,0.411,0.191,7.0,-10.178,1.0,0.0308,0.916,0.0,0.1,0.155,74.92,3.0,acoustic,2018-10-08
622,7wF4asYZw8cAHEljYd2Wid,Ben Rector,The Walking in Between,Forever Like That,52,254026,False,0.592,0.304,8.0,-9.833,1.0,0.0298,0.564,0.0,0.107,0.307,114.72,3.0,acoustic,2013-08-20
623,1t0zKQvPW6iQPHGnUikbgC,JJ Heller,Neighbor,Neighbor,42,236000,False,0.439,0.292,0.0,-10.92,1.0,0.0308,0.744,6.27e-05,0.0987,0.153,82.222,4.0,acoustic,2022-10-07
624,3InBIgygsMQ90Oc2Izt1mg,Takehara Pistol,PEACE OUT,一等賞,29,133840,False,0.659,0.83,5.0,-4.659,1.0,0.0445,0.588,0.0,0.111,0.937,127.014,4.0,acoustic,2017-04-05
625,3NqKDdehfEZ00H4uFghoMr,Hanare Gumi,音タイム,音タイム,29,229533,False,0.373,0.716,5.0,-7.358,1.0,0.0313,0.082,0.000239,0.105,0.374,134.764,4.0,acoustic,2002-11-27
626,18k8IlS52uxRWObykDUZFG,Brandi Carlile,"By The Way, I Forgive You",The Joke,60,279373,False,0.236,0.578,7.0,-5.477,1.0,0.0404,0.327,0.00015,0.206,0.227,75.367,4.0,acoustic,2018-02-16
627,3YalaPTUkyCYanwIf0l4UN,Eddie Vedder,Into The Wild (Music For The Motion Picture),Toulumne,51,60306,False,0.337,0.287,0.0,-15.051,1.0,0.0332,0.898,0.978,0.12,0.393,107.031,4.0,acoustic,2007-09-18
628,4ncp2DWzx9EQfaJmOdf45s,Vendredi;Son&Dad,Chill Out Covers - Chillout Covers - Chill Acoustic - Relaxing Songs - Calming Acoustic Songs,Just The Two Of Us - Acoustic,28,124742,False,0.462,0.424,5.0,-7.038,0.0,0.0301,0.883,0.0,0.147,0.564,97.675,4.0,acoustic,2021-11-12
629,3k6s9QkAZfENWHO3NhAQOn,Chris Cresswell,One Week Record,Arrythmic Palpitations,27,169000,False,0.51,0.485,9.0,-4.432,0.0,0.0334,0.612,5.08e-06,0.126,0.451,154.97,4.0,acoustic,2014-05-16
630,4l3P7LcxC2GSnUkbvykkMn,Chuck Ragan,The Blueprint Sessions,The Boat,28,196213,False,0.56,0.755,1.0,-3.923,0.0,0.0278,0.286,0.000498,0.243,0.491,147.138,4.0,acoustic,2022-09-09
631,0pHdVMGxXdDcjmye35j63j,The Weepies;Deb Talan;Steve Tannen,Say I Am You,Nobody Knows Me At All,54,120720,False,0.759,0.159,11.0,-13.035,1.0,0.0453,0.957,0.000472,0.103,0.329,115.945,3.0,acoustic,2005-12-20
632,0ZrFfxDOl9jvgzGljGM8nB,Tim Vantol,"If We Go Down, We Will Go Together!",Bitter Morning Taste,28,149274,False,0.38,0.396,6.0,-6.507,1.0,0.0366,0.202,0.0,0.133,0.192,103.621,4.0,acoustic,2020-04-01
633,0WWuB1F1H4dr3Bdoe1vtHs,Days N Daze,Rogue Taxidermy,DBS Out,29,127033,True,0.598,0.599,3.0,-10.265,1.0,0.0823,0.326,1.49e-05,0.117,0.94,90.206,4.0,acoustic,2013-08-23
634,7bKWcP3ExUaYeRivBx5KR5,Vendredi;Son&Dad,Chill Out Covers - Chillout Covers - Chill Acoustic - Relaxing Songs - Calming Acoustic Songs,Crazy - (Acoustic Mix),28,169404,False,0.651,0.425,3.0,-6.002,1.0,0.0309,0.879,4.54e-06,0.156,0.302,104.819,4.0,acoustic,2021-11-12
635,4LzdviA9tys39CccjkJubr,The Bridge City Sinners,Bridge City Sinners,Dungeon Song,28,202594,False,0.306,0.948,0.0,-2.877,1.0,0.0989,0.64,0.0,0.353,0.903,135.76,4.0,acoustic,2016-11-28
636,5aLPkAwDGpqBaoAvTgbgdD,Chad Hates George,Chad Hates George,Can I Sleep On Your Floor??,28,125100,True,0.469,0.457,5.0,-10.102,1.0,0.0412,0.692,0.0,0.0531,0.893,84.064,4.0,acoustic,2013
637,1POSMvQ2TKVN0D7GwOgK0W,Frank Turner,Positive Songs For Negative People,Josephine,28,202400,False,0.442,0.898,5.0,-4.662,1.0,0.0613,0.000158,4.11e-06,0.1,0.446,144.299,4.0,acoustic,2015-07-31
638,6ad7bQ48TlqAgebCExUJVe,Ichiko Aoba,0,いきのこり●ぼくら,52,406103,False,0.592,0.0833,0.0,-16.517,0.0,0.0835,0.946,0.0791,0.0941,0.205,143.243,4.0,acoustic,2013-10-23
639,7wiULYwv85WeChygucbpTF,Boyce Avenue,Careless Whisper,Careless Whisper,46,247805,False,0.698,0.389,2.0,-6.246,0.0,0.0321,0.885,0.0,0.136,0.704,76.897,4.0,acoustic,2020-10-09
640,2R1ACTXu88oxUcplmde6kT,Aron Wright,Look After You,Look After You,47,191765,False,0.396,0.293,1.0,-10.739,0.0,0.0367,0.732,0.116,0.102,0.199,145.556,3.0,acoustic,2017-09-22
641,69yz6UcfUHCi795treLj3l,Acoustic Guitar Collective,"Golden Covers, Vol. 2",Perfect,39,192397,False,0.559,0.118,7.0,-16.34,1.0,0.0421,0.979,0.935,0.109,0.289,97.1,4.0,acoustic,2019-01-16
642,0F78T5bfHQCliaNjBkIYBq,Kina Grannis,When the Party's Over,When the Party's Over,50,154732,False,0.52,0.171,1.0,-14.5,0.0,0.0423,0.853,0.0,0.174,0.23,123.565,3.0,acoustic,2018-12-28
643,7quFUf8mR7wUxeJip0awxn,Howie Day,Sound The Alarm,Longest Night,43,215746,False,0.231,0.636,11.0,-7.257,1.0,0.0339,0.00402,0.0,0.0504,0.244,202.098,3.0,acoustic,2009-09-08
644,3zjr7jirhGwvqGuuJuIxjg,Andrew Foy;Renee Foy,Photograph,Photograph,30,218590,False,0.807,0.0459,4.0,-19.883,1.0,0.0481,0.852,6.14e-06,0.102,0.275,110.512,4.0,acoustic,2021-08-19
645,3Ebx5xEUEoB6iod7vSak8R,Bailey Jehl,Iris,Iris,51,165223,False,0.605,0.316,0.0,-8.924,1.0,0.0319,0.869,2.87e-05,0.14,0.344,134.054,3.0,acoustic,2022-08-19
646,70vp3DhQpLrFQapK0BI5Ug,Jules Larson,Let's Stay Young,Running Wild,31,228387,False,0.529,0.663,1.0,-7.036,1.0,0.0251,0.368,0.00225,0.107,0.223,96.991,4.0,acoustic,2012-05-29
647,7MlPySldFcJ9R3mSFvGV4y,Masaharu Fukuyama,AKIRA,彼方で,29,272320,False,0.459,0.57,4.0,-5.672,1.0,0.0293,0.199,0.0,0.137,0.361,72.978,4.0,acoustic,2020-12-08
648,4JAVT5eeiKjHrNNxQQrs4J,Rosi Golan,The Drifter and the Gypsy,Hazy (Featuring William Fitzsimmons),43,235960,False,0.515,0.0686,0.0,-17.61,1.0,0.0401,0.936,0.000129,0.117,0.33,113.185,5.0,acoustic,2008-11-18
649,6r8OnTtDrhKBIIYgzxrnZ1,Colin & Caroline,Let It Go,Let It Go,55,194129,False,0.46,0.319,1.0,-8.621,1.0,0.0356,0.861,0.0,0.118,0.329,145.765,4.0,acoustic,2016-05-16
650,12qmPGMrOCogibc7qyxT9s,Gen Hoshino,I Wanna Be Your Ghost (feat. Ghosts),I Wanna Be Your Ghost (feat. Ghosts),50,225533,False,0.829,0.751,11.0,-4.937,0.0,0.0645,0.0142,0.014,0.0414,0.96,129.993,4.0,acoustic,2022-07-18
651,1K0OGTEEPMRdxFGRt5WYRI,Masaharu Fukuyama,約束の丘,約束の丘,30,326413,False,0.524,0.852,11.0,-4.708,1.0,0.0298,0.0159,6.35e-06,0.112,0.635,92.748,4.0,acoustic,2010
652,4uBwFIBwZcgHNvwNjOqICX,Ingrid Michaelson,Stranger Songs,Young And In Love,46,208226,False,0.626,0.575,4.0,-7.507,1.0,0.0535,0.0694,3.34e-06,0.114,0.222,119.97,4.0,acoustic,2019-06-28
653,4Akic5cb5RHJrTdQZY7AfX,Jason Mraz,Know.,No Plans,46,148000,False,0.491,0.304,9.0,-9.379,1.0,0.0291,0.5,0.0,0.0975,0.459,149.288,4.0,acoustic,2018-08-10
654,414FqRxeG518IkFrmzdQjt,Boyce Avenue,Easy on Me,Easy on Me,52,260040,False,0.586,0.514,2.0,-6.267,1.0,0.0269,0.56,0.000347,0.122,0.27,142.021,4.0,acoustic,2021-12-03
655,63m3fusWaHBnB3isFfAlRd,Eddie Vedder;Cat Power,Ukulele Songs,Tonight You Belong To Me,44,101539,False,0.653,0.174,7.0,-11.07,1.0,0.052,0.991,0.00248,0.106,0.611,138.981,3.0,acoustic,2011-01-01
656,5H6Bc7oEWYuKrwb1pUZWhh,Ysabelle Cuevas,Closer,Closer,51,178666,False,0.558,0.172,8.0,-13.379,1.0,0.0513,0.874,0.0,0.1,0.518,90.146,4.0,acoustic,2016-12-13
657,0RTACXDmdASzBQR1UiSyAZ,Boyce Avenue,One Last Breath,One Last Breath,53,236800,False,0.45,0.335,2.0,-6.833,1.0,0.0301,0.788,1.66e-06,0.115,0.166,125.484,4.0,acoustic,2022-09-30
658,4qoD4IJbbir3hsAu4IowiG,The Civil Wars,The Civil Wars,Devil's Backbone,47,149426,False,0.254,0.349,4.0,-10.02,0.0,0.0379,0.85,2.95e-05,0.234,0.303,170.214,3.0,acoustic,2013-08-05
659,35TStN96CwcjFedErjW8Wq,Will Moore,Classical Guitar Lullabies Volume 1,Waltzing Matilda,48,148127,False,0.625,0.285,0.0,-13.819,1.0,0.0524,0.897,0.91,0.108,0.173,141.611,4.0,acoustic,2021-05-21
660,3tInTDUq8wdIMw5ftohmqJ,Ingrid Michaelson,Lights Out,Girls Chase Boys,56,221413,False,0.518,0.828,8.0,-5.725,1.0,0.04,0.03,1.33e-05,0.0456,0.69,84.835,4.0,acoustic,2014-04-15
661,6Vn8lTVMjILXQCjZUXS8n4,Jason Mraz,Love Is a Four Letter Word,The Woman I Love,48,190751,False,0.591,0.647,4.0,-8.34,1.0,0.0277,0.067,6.57e-05,0.231,0.678,79.68,4.0,acoustic,2012-04-13
662,5hCgm1tDb7ZZKmRtucTTjh,C.W. Stoneking,Jungle Blues,The Love Me or Die,47,234600,False,0.609,0.53,3.0,-5.465,0.0,0.0648,0.84,2.02e-05,0.133,0.919,150.405,4.0,acoustic,2008
663,1PEpGWRE4Tjsk2qy5teW4p,Masaharu Fukuyama,milk tea/美しき花,美しき花,29,330026,False,0.524,0.797,7.0,-6.611,1.0,0.0298,0.0567,0.0,0.0796,0.766,105.901,4.0,acoustic,2006-05-24
664,02EqvposhJjwrgkQexKIdW,Suy Galvez,Bossa Best,Isn't She Lovely,28,181466,False,0.71,0.646,3.0,-5.945,1.0,0.0313,0.789,3.75e-06,0.106,0.615,120.028,4.0,acoustic,2016-09-30
665,68HbD7rEFTlnJy4UWSpySY,Mone Kamishiraishi,世界中の誰よりきっと,世界中の誰よりきっと,28,217466,False,0.578,0.636,2.0,-5.506,1.0,0.0342,0.0874,0.0,0.124,0.556,124.9,4.0,acoustic,2021-06-16
666,0qAMjeQFyd1qD0LDiV8gWp,KT Tunstall,Eye To The Telescope,Black Horse And The Cherry Tree,67,172373,False,0.748,0.786,4.0,-7.788,0.0,0.0641,0.328,0.0,0.34,0.917,104.833,4.0,acoustic,2005-01-01
667,6b4mWoXrscyajbLOB2qwfG,Johnnyswim,Georgica Pond,Drunks,29,279068,False,0.399,0.461,3.0,-10.694,1.0,0.0411,0.157,5.52e-05,0.116,0.205,96.591,4.0,acoustic,2016-10-14
668,2C3gh14oarzTtv3aY3HJ0m,Drew Holcomb;Ellie Holcomb;Drew Holcomb & The Neighbors,Coming Home: A Collection of Songs,Coming Home,56,146360,False,0.625,0.81,10.0,-5.995,1.0,0.033,0.146,2.72e-05,0.135,0.741,104.066,4.0,acoustic,2022-01-14
669,2gc1XwdI3kKipqAXTdMcwY,JJ Heller,Neighbor,Neighbor (Piano Version),25,236000,False,0.446,0.142,0.0,-12.119,1.0,0.0373,0.91,1.57e-06,0.0943,0.192,115.911,3.0,acoustic,2022-10-07
670,35RrDnREM1xxx4YBxDHikm,Ben Rector,Magic,I Will Always Be Yours,49,226826,False,0.444,0.771,0.0,-4.607,1.0,0.0485,0.13,0.0,0.273,0.45,148.028,4.0,acoustic,2018-06-22
671,5bqPeBYkNk9feimSN9N4JY,Days N Daze,The Oogle Deathmachine,Nine on the Bortle,28,269139,False,0.408,0.685,9.0,-10.773,0.0,0.0754,0.84,0.0133,0.614,0.905,159.831,4.0,acoustic,2013-02-02
672,4a7aKxh344UzFEVd0k5lwi,Frank Turner,England Keep My Bones (Deluxe Edition),Redemption,28,288133,False,0.658,0.678,4.0,-6.807,1.0,0.0284,0.00897,0.0,0.0914,0.63,131.976,4.0,acoustic,2011-06-07
673,0P0v83waDX4ElzSgmF1cG5,KT Tunstall,Eye To The Telescope,Other Side Of The World,29,214560,False,0.427,0.695,2.0,-5.378,1.0,0.0343,0.487,0.0,0.0836,0.368,160.142,4.0,acoustic,2005-01-01
674,0NkeEkDFOby5xOZ7BIKVuD,Eddie Vedder,Into The Wild (Music For The Motion Picture),Setting Forth,53,97866,False,0.549,0.78,2.0,-5.08,1.0,0.0291,0.0116,0.0,0.195,0.804,119.369,4.0,acoustic,2007-09-18
675,348ooLg3LgeDkJVh6zzib8,Frank Turner,England Keep My Bones (Deluxe Edition),Eulogy,28,94466,False,0.284,0.108,7.0,-9.352,1.0,0.0473,0.674,4.65e-06,0.204,0.282,148.956,3.0,acoustic,2011-06-07
676,2BdXf4OpDOw4AvklnAvcsY,Days N Daze,Rogue Taxidermy,Tarnished Ol' Photograph,28,148035,False,0.522,0.403,5.0,-10.989,1.0,0.0358,0.642,0.00605,0.152,0.621,123.196,4.0,acoustic,2013-08-23
677,6i1wlqIigKZTvMk0LTh5Id,Marc Broussard,Carencro,Rocksteady,28,243840,False,0.719,0.849,1.0,-4.233,0.0,0.0352,0.018,1.37e-06,0.0379,0.886,120.063,4.0,acoustic,2004-08-03
678,5CU7ewecONNlWAJHu04HJQ,The Bridge City Sinners,Bridge City Sinners,Come on In,28,204926,False,0.544,0.911,9.0,-2.73,1.0,0.204,0.661,0.0,0.344,0.851,114.776,4.0,acoustic,2016-11-28
679,31GGw4QarlH4neWIHsFQeq,The Bridge City Sinners,Bridge City Sinners,Laugh While You Can,28,168118,False,0.672,0.879,9.0,-3.693,1.0,0.114,0.629,4.09e-06,0.169,0.74,119.996,4.0,acoustic,2016-11-28
680,3VyInzFUWWHyYw3xCUUz3M,Frank Turner,FTHC (Deluxe),Untainted Love,28,174466,True,0.573,0.789,11.0,-5.435,1.0,0.05,0.000488,0.00965,0.126,0.332,128.077,4.0,acoustic,2022-02-11
681,6ONQ2wKKkjxIUygJbBe7ph,Harley Poe,Pinocchio Pariah,Whiny Bitch,28,272100,True,0.495,0.811,9.0,-3.1,1.0,0.0411,0.534,0.000286,0.136,0.9,173.56,4.0,acoustic,2020-04-24
682,55G6uXo1fyBQ58YL3O2ygf,Days N Daze;Juicy Karkass,Crustfall,I Wanna See It Burn,29,157000,False,0.48,0.6,0.0,-8.976,1.0,0.0398,0.24,0.0,0.533,0.944,92.545,4.0,acoustic,2017-03-23
683,2Xzh9zjiKhM9YT4AcJxLkQ,Mindy Smith,Country Holiday,I'll Be Home for Christmas,0,216093,False,0.57,0.427,6.0,-5.873,1.0,0.0296,0.368,1.73e-05,0.156,0.186,98.995,4.0,acoustic,2022-10-14
684,4G18Ie2Gm6vVYgzkIiRwFD,Mindy Smith,Happy Country Christmas,I'll Be Home for Christmas,0,216093,False,0.57,0.427,6.0,-5.873,1.0,0.0296,0.368,1.73e-05,0.156,0.186,98.995,4.0,acoustic,2022-10-14
685,60Ul9B9xErs1tAikGkBEfL,Mindy Smith,Chillin' It - Mellow Day Country,It's Amazing,0,220213,False,0.612,0.484,9.0,-9.773,1.0,0.0319,0.643,0.0,0.118,0.254,138.961,4.0,acoustic,2022-10-07
686,4YimYaA3z1KrrnbBmvE6Af,Anya Marina,Over You (Deluxe Edition),How Far Does the Dark Go?,32,245726,False,0.401,0.546,11.0,-5.846,0.0,0.0319,0.395,5.03e-05,0.12,0.15,89.331,4.0,acoustic,2019-08-30
687,1fxIiBHyhR3AhYJBHBZTiq,Adam Christopher,THATS WHAT I WANT (Acoustic),THATS WHAT I WANT (Acoustic),35,172857,True,0.759,0.275,0.0,-10.707,1.0,0.0626,0.81,0.0,0.177,0.457,73.553,4.0,acoustic,2021-10-25
688,7pgxSWFaZqPukb2oes8M5W,Hannah's Yard,Dynamite (Acoustic),Dynamite - Acoustic,49,155904,False,0.737,0.391,2.0,-7.934,1.0,0.068,0.807,0.0,0.367,0.836,93.936,4.0,acoustic,2020-09-25
689,5himtcBG5IetEOAYuB1Lu1,SafetySuit,Hallelujah,Never Stop (Wedding Version),52,175200,False,0.639,0.439,0.0,-7.157,1.0,0.0489,0.872,0.0,0.0918,0.51,133.87,4.0,acoustic,2012-08-28
690,7FNugksLRXsu3Ie96TiWpG,Meiko,Lovers & Fighters,You're Mine (The Chase),31,208386,False,0.532,0.667,11.0,-7.065,0.0,0.0295,0.14,0.0194,0.193,0.67,144.901,4.0,acoustic,2014-01-01
691,54gjtcoJgDxt7jpnpwSy0o,Yosui Inoue;Tamio Okuda,ダブルドライブ,パラレル・ラブ,28,246786,False,0.656,0.826,4.0,-3.929,1.0,0.0323,0.00453,3.65e-06,0.0791,0.894,117.648,4.0,acoustic,2007-02-21
692,1snd92ICpwulLUilLfDZFq,Boyce Avenue;Hannah Trigwell,"Cover Sessions, Vol. 3",Let Her Go,48,219650,False,0.597,0.334,11.0,-8.559,1.0,0.0279,0.86,0.0,0.123,0.342,134.94,4.0,acoustic,2015-04-28
693,5moyneo3TMp2wdc0TG8O8U,Canyon City,Matinée,So Are We,48,252640,False,0.496,0.11,1.0,-15.584,1.0,0.042,0.911,1.44e-05,0.0829,0.235,145.277,4.0,acoustic,2022-01-07
694,2WQRPsMOrbeqms7JgmmVv3,Eddy Tyler,Guitar Covers,Shallow,41,214784,False,0.613,0.346,7.0,-11.33,1.0,0.0398,0.89,0.913,0.0994,0.128,95.981,4.0,acoustic,2020-02-18
695,1qHiDbTJI7GB62W3BBFigx,A Great Big World;Futuristic,When the Morning Comes,Hold Each Other (feat. Futuristic),47,216040,False,0.61,0.796,10.0,-5.431,1.0,0.0656,0.0365,0.0,0.274,0.51,159.944,4.0,acoustic,2015-11-13
696,5msvkAkQ8o2GhNxOu3YW5D,Hanare Gumi,深呼吸,別れの予感,28,274133,False,0.63,0.367,1.0,-11.054,1.0,0.0232,0.052,0.000202,0.103,0.547,98.995,4.0,acoustic,2016-05-25
697,3YllcvA3PW1DUwjckCVjIw,Ray LaMontagne,MONOVISION,I Was Born To Love You,60,251933,False,0.659,0.236,9.0,-12.56,1.0,0.0304,0.84,6.32e-05,0.206,0.216,78.088,4.0,acoustic,2020-06-26
698,2cTaSKEc8OZdF6Tpg2QQsS,Aimyon,Heard that there's good pasta,Naked Heart,47,296653,False,0.559,0.448,8.0,-4.11,1.0,0.0275,0.537,1.85e-05,0.0915,0.354,148.02,4.0,acoustic,2020-09-09
699,1z2fSrYZqrO5tMqzULn9OD,Tyrone Wells,"The ""Hits"" | Acoustic",Days I Will Remember,30,201506,False,0.804,0.457,6.0,-7.845,1.0,0.197,0.6,0.0,0.15,0.552,98.035,4.0,acoustic,2019-11-15
700,5QRt4QovcONoIVzwnlkU7z,Kaiak,River Love,Smell the Coffee,49,201861,False,0.637,0.46,3.0,-9.07,1.0,0.0384,0.855,4.8e-05,0.114,0.345,93.955,4.0,acoustic,2019-04-25
701,7Igc6JB0xPDcn5yRkkVGQX,Jason Mraz,Know.,Unlonely,51,231266,False,0.795,0.667,5.0,-4.831,0.0,0.0392,0.379,0.0,0.221,0.754,97.987,4.0,acoustic,2018-08-10
702,3XfMyT4Xf5LegDhvbrFEjp,Boyce Avenue;Bea Miller,"Cover Sessions, Vol. 4",See You Again,50,239802,False,0.57,0.413,9.0,-7.034,1.0,0.0345,0.535,0.0,0.076,0.278,152.032,4.0,acoustic,2017-12-19
703,3IvEnBPF1egP9y1q3C2Fg4,Sakura Fujiwara,SUPERMARKET,ゆめのなか,28,247666,False,0.565,0.566,6.0,-7.258,1.0,0.0272,0.472,0.000426,0.148,0.551,92.017,4.0,acoustic,2020-10-21
704,4XBkxG1jC5RBQJt65gma8v,Filip Nordin,Acustic Covers of Popular Songs,More Than You Know - Acoustic Covers of Popular Songs,51,155510,False,0.776,0.319,8.0,-7.496,1.0,0.031,0.791,0.0,0.159,0.501,98.016,4.0,acoustic,2021-10-11
705,4CpUwb4JSS0YiGZ4pBryTO,Gabrielle Aplin,Dear Happy,Nothing Really Matters,45,164786,False,0.328,0.53,5.0,-8.124,1.0,0.0509,0.0602,0.0,0.057,0.753,162.031,4.0,acoustic,2020-01-17
706,4fHJwyR7JILiSAbLyXcrKx,The Mayries,#Acoustic,Don't Wanna Know - Acoustic Version,54,183472,False,0.438,0.448,1.0,-7.676,1.0,0.0666,0.706,0.0,0.159,0.366,118.37,5.0,acoustic,2018
707,4XBcShO4h4X55x9yMmyKHL,Allman Brown,1000 Years,Sweetest Thing,54,218502,False,0.546,0.411,2.0,-9.308,1.0,0.0475,0.701,9.73e-05,0.0955,0.528,79.785,4.0,acoustic,2017-02-10
708,55fyE9Q754QhXpmcLtmmam,Sara Bareilles;John Legend,Amidst the Chaos (Bonus Version),A Safe Place to Land (feat. John Legend),57,269209,False,0.424,0.253,10.0,-13.259,1.0,0.0366,0.825,0.0,0.117,0.16,129.812,3.0,acoustic,2019-05-10
709,20GlDn5GNOkgZUui7Z57k1,Suy Galvez,Bossa Best,Your Song,27,242880,False,0.586,0.415,11.0,-7.834,1.0,0.0276,0.836,6.01e-05,0.122,0.704,140.005,4.0,acoustic,2016-09-30
